10,6
11,6
12,7
13,7
14,6
15,6
16,7
17,6
18,6
19,6
20,6
21,6
22,7
23,8
24,6
25,6
26,8
27,6
28,9
29,7
30,6
31,6
32,6
33,6
34,7
35,6
36,6
37,6
38,6
39,6
40,7
41,6
42,6
43,6
44,6
45,6
46,6
47,6
48,6
49,6
50,6
51,6
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,6
60,6
61,6
62,7
63,6
64,6
65,6
66,6
67,6
68,6
69,6
70,7
71,8
72,6
73,6
74,6
75,7
76,6
77,6
78,6
79,6
80,6
81,7
82,6
83,6
84,6
85,6
86,6
87,6
88,6
89,6
90,7
91,7
92,6
93,6
94,6
95,6
96,7
97,6
98,6
99,6
100,6
101,6
102,7
103,7
104,6
105,6
106,7
107,8
108,6
109,7
110,6
111,7
112,7
113,7
114,6
115,7
116,7
117,6
118,7
119,6
120,9
121,7
122,7
123,6
124,6
125,7
126,7
127,7
128,6
129,7
130,7
131,7
132,6
133,7
134,7
135,7
136,7
137,7
138,7
139,6
140,7
141,7
142,8
143,7
144,6
145,7
146,6
147,7
148,7
149,7
150,8
151,7
152,7
153,7
154,7
155,8
156,7
157,7
158,7
159,8
160,6
161,7
162,7
163,7
164,7
165,7
166,7
167,7
168,15
169,7
170,7
171,7
172,7
173,7
174,7
175,7
176,7
177,7
178,7
179,8
180,7
181,8
182,7
183,7
184,7
185,7
186,7
187,7
188,7
189,7
190,7
191,7
192,7
193,7
194,8
195,8
196,7
197,7
198,7
199,7
