10,564
11,575
12,489
13,583
14,544
15,571
16,863
17,735
18,592
19,746
20,731
21,781
22,626
23,949
24,827
25,759
26,883
27,788
28,42463
29,943
30,51231
31,1112
32,1253
33,1232
34,1273
35,1097
36,1234
37,1319
38,1291
39,1294
40,1457
41,1367
42,1419
43,68890
44,51338
45,1549
46,1682
47,1509
48,1556
49,1506
50,1780
51,6843
52,51676
53,1590
54,2622
55,1813
56,1919
57,2426
58,1775
59,2331
60,1967
61,1769
62,1982
63,1728
64,51715
65,1994
66,2525
67,2239
68,2203
69,52441
70,2240
71,2475
72,2261
73,11117
74,146265
75,2096
76,2406
77,2367
78,2489
79,20846
80,2308
81,2579
82,2117
83,76967
84,2296
85,2619
86,2530
87,2581
88,16883
89,52383
90,2230
91,2552
92,2517
93,2428
94,2720
95,2854
96,2813
97,52707
98,2648
99,84056
100,2794
101,3111
102,3280
103,3036
104,3209
105,156182
106,49257
107,3090
108,3730
109,52905
110,2986
111,2901
112,3093
113,53169
114,2938
115,3320
116,3619
117,3490
118,14299
119,3541
120,3545
121,3568
122,3601
123,4667
124,53864
125,3400
126,53613
127,3757
128,73874
129,3754
130,38629
131,3812
132,4146
133,4098
134,4040
135,53535
136,54817
137,3471
138,3897
139,4228
140,4260
141,15533
142,53840
143,4173
144,25005
145,53954
146,4242
147,29263
148,95655
149,54113
150,4220
151,54255
152,4251
153,4563
154,4388
155,4780
156,6707
157,94390
158,4268
159,54072
160,77002
161,99240
162,4292
163,89609
164,4977
165,32893
166,54767
167,4831
168,4497
169,14892
170,95284
171,197208
172,4742
173,4955
174,54270
175,4634
176,11299
177,54446
178,4967
179,5119
180,5293
181,14690
182,55470
183,5194
184,120279
185,55089
186,95087
187,5019
188,5069
189,72764
190,46411
191,93792
192,5374
193,136462
194,5220
195,37756
196,5414
197,5500
198,5628
199,5807
