10,483
11,334
12,525
13,510
14,306
15,478
16,1895
17,835
18,615
19,379
20,458
21,433
22,576
23,522
24,780
25,612
26,1262
27,946
28,716
29,846
30,712
31,747
32,665
33,788
34,783
35,1140
36,698
37,793
38,930
39,932
40,754
41,1069
42,1045
43,748
44,843
45,932
46,911
47,894
48,890
49,1045
50,1100
51,1321
52,980
53,1081
54,1113
55,28788
56,1436
57,1429
58,1205
59,1133
60,51527
61,1111
62,1131
63,1159
64,1079
65,1259
66,1298
67,1166
68,1184
69,1250
70,1655
71,1311
72,1470
73,1242
74,1492
75,1376
76,1414
77,1395
78,1377
79,1541
80,1458
81,1484
82,1493
83,1653
84,1849
85,2234
86,1575
87,1507
88,1718
89,1919
90,1581
91,1555
92,1569
93,1656
94,1646
95,1660
96,1905
97,1877
98,1885
99,1801
100,1683
101,18760
102,1756
103,2524
104,2237
105,1861
106,2290
107,1919
108,1813
109,1848
110,2256
111,1977
112,28895
113,2114
114,2445
115,2355
116,2048
117,2011
118,2297
119,2166
120,2104
121,2141
122,2708
123,3916
124,2184
125,3417
126,2288
127,2613
128,2182
129,2645
130,2346
131,2444
132,2331
133,6051
134,2320
135,52313
136,2365
137,2626
138,2766
139,2652
140,4926
141,2448
142,2536
143,2756
144,2520
145,2629
146,2927
147,2451
148,2673
149,2548
150,3044
151,2649
152,3175
153,2671
154,2875
155,2807
156,3401
157,2803
158,3016
159,3018
160,3440
161,2797
162,2715
163,3292
164,2888
165,2867
166,4178
167,2962
168,2897
169,2986
170,2918
171,14820
172,2960
173,3716
174,2945
175,3375
176,3025
177,3302
178,3391
179,2963
180,2986
181,79893
182,3052
183,3454
184,3049
185,3144
186,3438
187,3869
188,3334
189,3233
190,3678
191,3426
192,53717
193,3732
194,3484
195,3534
196,3562
197,3420
198,3347
199,3358
